t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
31.990,497872,2930476,0,3428348,3428348,118,98115584,38.85
32.090,497872,2531160,0,3029032,3541432,123,98115584,38.85
32.191,497872,2724436,0,3222308,3541432,123,98115584,38.85
32.291,497872,2711616,0,3209488,3541432,124,98123776,38.85
32.392,497872,2820756,0,3318628,3541432,124,98123776,38.85
32.492,497872,2986456,0,3484328,3541432,124,98123776,38.85
32.593,497872,3165476,0,3663348,3663348,126,98123776,38.85
32.693,497872,3308500,0,3806372,3806372,126,98123776,38.85
32.794,497872,3342076,0,3839948,3839948,129,98508800,38.85
32.947,497872,3473388,0,3971260,3971260,130,99069952,42.31
33.047,497872,3555400,0,4053272,4054616,132,105447424,42.31
33.148,497872,2534768,0,3032640,4073232,139,119513088,42.31
33.248,497872,2648380,0,3146252,4073232,139,127901696,42.31
33.349,497872,2781820,0,3279692,4073232,141,138452992,42.31
33.449,471440,2782188,0,3253628,4073232,142,138465280,42.31
33.550,509512,2782192,0,3291704,4073232,143,138469376,42.31
33.650,484264,2782192,0,3266456,4073232,143,138469376,42.31
33.751,509024,2780144,0,3289168,4073232,143,138469376,42.31
33.852,459060,2782192,0,3241252,4073232,143,138469376,42.31
33.952,441936,2782196,0,3224132,4073232,143,138469376,42.31
34.053,506132,2782196,0,3288328,4073232,143,138469376,42.31
34.153,449852,2782196,0,3232048,4073232,143,138469376,42.31
34.254,441936,2782196,0,3224132,4073232,143,138469376,42.31
34.355,509292,2782196,0,3291488,4073232,143,138469376,42.31
34.455,483440,2782196,0,3265636,4073232,143,138469376,42.31
34.556,453616,2782200,0,3235816,4073232,143,138469376,42.31
34.656,510688,2780536,0,3291224,4073232,143,138469376,42.31
34.757,483224,2780432,0,3263656,4073232,144,138657792,42.31
34.858,490992,2780676,0,3271668,4073232,144,138657792,42.31
34.958,491116,2780676,0,3271792,4073232,144,138657792,44.07
35.059,459872,2780676,0,3240548,4073232,144,138657792,44.07
35.159,441936,2780036,0,3221972,4073232,144,138657792,44.07
35.260,441936,2780036,0,3221972,4073232,144,138657792,44.07
35.361,509432,2780036,0,3289468,4073232,144,138657792,44.07
35.461,483772,2780036,0,3263808,4073232,144,138657792,44.07
35.562,441936,2780036,0,3221972,4073232,144,138657792,44.07
35.662,511324,2779268,0,3290592,4073232,144,138657792,44.07
35.763,490476,2779432,0,3269908,4073232,144,138657792,44.07
35.864,449688,2778648,0,3228336,4073232,144,138657792,44.07
35.964,449688,2778648,0,3228336,4073232,144,138657792,44.07
36.065,449688,2778648,0,3228336,4073232,144,138657792,44.07
36.165,520400,2778648,0,3299048,4073232,144,138657792,44.07
36.266,501512,2778648,0,3280160,4073232,144,138657792,44.07
36.366,503392,2778648,0,3282040,4073232,144,138657792,44.07
36.467,498944,2778724,0,3277668,4073232,144,138657792,44.07
36.568,449688,2790164,0,3239852,4073232,145,138657792,44.07
36.668,519232,2817572,0,3336804,4073232,145,138657792,44.07
36.769,491088,2834468,0,3325556,4073232,145,138657792,44.07
36.870,449688,2889252,0,3338940,4073232,145,138657792,44.07
36.970,522296,2893348,0,3415644,4073232,145,138657792,46.59
37.070,486540,2944548,0,3431088,4073232,145,138657792,46.59
37.172,449688,3005988,0,3455676,4073232,145,138657792,46.59
37.272,522024,3020324,0,3542348,4073232,145,138657792,46.59
37.372,476816,3055140,0,3531956,4073232,145,138657792,46.59
37.473,449688,3113760,0,3563448,4073232,146,138657792,46.59
37.573,514668,3113760,0,3628428,4073232,146,138657792,46.59
37.674,449688,3177908,0,3627596,4073232,146,138657792,46.59
37.774,524252,3180388,0,3704640,4073232,146,138657792,46.59
38.334,524252,3180388,0,3704640,4073232,146,138657792,46.59
38.442,524252,3180388,0,3704640,4073232,146,138657792,46.59
38.550,524252,3180388,0,3704640,4073232,146,138657792,46.59
38.659,524252,3180388,0,3704640,4073232,146,138657792,46.59
38.779,524252,3180388,0,3704640,4073232,146,138657792,46.59
38.887,524252,3180388,0,3704640,4073232,146,138657792,46.59
38.995,524252,3180388,0,3704640,4073232,146,138657792,49.2
39.103,524252,3180388,0,3704640,4073232,146,138657792,49.2
39.210,524252,3180388,0,3704640,4073232,146,138657792,49.2
39.323,524252,3180388,0,3704640,4073232,146,138657792,49.2
39.430,524252,3180388,0,3704640,4073232,146,138657792,49.2
39.539,524252,3180388,0,3704640,4073232,146,138657792,49.2
39.646,524252,3180388,0,3704640,4073232,146,138657792,49.2
39.754,449688,3237900,0,3687588,4073232,148,148963328,49.2
39.855,524168,3237900,0,3762068,4073232,148,148963328,49.2
39.956,524176,3316148,0,3840324,4073232,152,156225536,49.2
40.057,524176,3489856,0,4014032,4073232,156,156336128,49.2
40.157,524176,3479064,0,4003240,4073232,159,156336128,49.2
40.258,524176,3472268,0,3996444,4073232,161,157843456,49.2
40.358,524176,3481208,0,4005384,4073232,163,157990912,49.2
40.459,524176,3491032,0,4015208,4073232,165,157990912,49.2
40.559,524196,3497524,0,4021720,4073232,170,158040064,49.2
40.660,524220,3480224,0,4004444,4073232,172,158040064,49.2
40.761,524252,3422992,0,3947244,4073232,173,158052352,49.2
40.861,524288,3459416,0,3983704,4073232,174,158089216,49.2
40.962,524308,3451152,0,3975460,4073232,174,158089216,49.2
41.063,524308,3453892,0,3978200,4073232,174,158089216,51.16
41.164,524308,3471940,0,3996248,4073232,174,158089216,51.16
41.264,524308,3467844,0,3992152,4073232,174,158089216,51.16
41.365,524308,3469892,0,3994200,4073232,174,158089216,51.16
41.466,524308,2984564,0,3508872,4073232,175,158109696,51.16
41.566,524308,3138184,0,3662492,4073232,176,160206848,51.16
41.667,524308,3242872,0,3767180,4073232,177,160501760,51.16
41.768,472952,3242872,0,3715824,4073232,177,160501760,51.16
41.868,524296,3242872,0,3767168,4073232,177,160501760,51.16
41.969,486652,3242872,0,3729524,4073232,177,160501760,51.16
42.070,449828,3242872,0,3692700,4073232,177,160501760,51.16
42.171,508992,3242872,0,3751864,4073232,177,160501760,51.16
42.271,451688,3242872,0,3694560,4073232,177,160501760,51.16
42.372,485824,3242872,0,3728696,4073232,177,160501760,51.16
42.472,513140,3242872,0,3756012,4073232,177,160501760,51.16
42.573,484556,3242872,0,3727428,4073232,177,160501760,51.16
42.674,449828,3242872,0,3692700,4073232,177,160501760,51.16
42.774,526244,3242872,0,3769116,4073232,177,160501760,51.16
42.875,480384,3242872,0,3723256,4073232,177,160501760,51.16
42.976,449828,3242872,0,3692700,4073232,177,160501760,51.16
43.077,524624,3242872,0,3767496,4073232,177,160501760,53.48
43.178,496296,3242888,0,3739184,4073232,177,160501760,53.48
43.278,450788,3242900,0,3693688,4073232,177,160501760,53.48
43.379,526064,3242900,0,3768964,4073232,177,160501760,53.48
43.480,505756,3242900,0,3748656,4073232,177,160501760,53.48
43.580,474800,3242900,0,3717700,4073232,177,160501760,53.48
43.681,449828,3242900,0,3692728,4073232,177,160501760,53.48
43.782,516756,3242900,0,3759656,4073232,177,160501760,53.48
43.883,524900,3242900,0,3767800,4073232,177,160501760,53.48
44.894,524900,3242900,0,3767800,4073232,177,160501760,53.48
45.003,524900,3242900,0,3767800,4073232,177,160501760,53.48
45.114,524900,3242900,0,3767800,4073232,177,160501760,56.47
45.226,524900,3242900,0,3767800,4073232,177,160501760,56.47
45.334,524900,3242900,0,3767800,4073232,177,160501760,56.47
45.442,524900,3242900,0,3767800,4073232,177,160501760,56.47
45.550,524900,3242900,0,3767800,4073232,177,160501760,56.47
45.659,524900,3242900,0,3767800,4073232,177,160501760,56.47
45.766,524900,3242900,0,3767800,4073232,177,160501760,56.47
45.867,497804,3242900,0,3740704,4073232,177,160501760,56.47
45.967,449828,3242900,0,3692728,4073232,177,160501760,56.47
46.068,449828,3242900,0,3692728,4073232,177,160501760,56.47
46.169,516956,3242900,0,3759856,4073232,177,160501760,56.47
46.270,486684,3242900,0,3729584,4073232,177,160501760,56.47
46.370,449828,3242900,0,3692728,4073232,177,160501760,56.47
46.471,528264,3242900,0,3771164,4073232,177,160501760,56.47
46.571,468264,3242900,0,3711164,4073232,177,160501760,56.47
46.672,449828,3242900,0,3692728,4073232,177,160501760,56.47
46.773,514288,3242900,0,3757188,4073232,177,160501760,56.47
46.874,492580,3242900,0,3735480,4073232,177,160501760,56.47
46.974,449828,3242920,0,3692748,4073232,177,160501760,56.47
47.075,527832,3242920,0,3770752,4073232,177,160501760,56.39
47.176,501432,3242920,0,3744352,4073232,177,160501760,56.39
47.276,481972,3242920,0,3724892,4073232,177,160501760,56.39
47.377,449828,3242920,0,3692748,4073232,177,160501760,56.39
47.478,519984,3242920,0,3762904,4073232,177,160501760,56.39
47.578,485508,3242920,0,3728428,4073232,177,160501760,56.39
47.679,524928,1169208,0,1694136,4073232,179,160514048,56.39
47.780,496432,1189864,0,1686296,4073232,179,160514048,56.39
47.881,530892,1190888,0,1721780,4073232,179,160514048,56.39
47.982,530892,1190888,0,1721780,4073232,179,160514048,56.39
48.083,530892,1190888,0,1721780,4073232,179,160514048,56.39
48.184,530892,1190888,0,1721780,4073232,179,160514048,56.39
48.626,530892,1190888,0,1721780,4073232,179,160514048,56.39
48.727,530892,1190888,0,1721780,4073232,179,160514048,56.39
48.827,530892,1190888,0,1721780,4073232,179,160514048,56.39
48.928,530892,1190888,0,1721780,4073232,179,160514048,56.39
49.028,530892,1190888,0,1721780,4073232,179,160514048,56.39
49.129,530892,1190888,0,1721780,4073232,179,160514048,59.58
