t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
38.353,3349300,410944,0,3760244,4120948,10,5397643264,10.25
38.453,3374388,462020,0,3836408,4120948,11,5397643264,10.25
38.553,3400224,512360,0,3912584,4120948,12,5397643264,10.25
38.654,3420068,551528,0,3971596,4120948,12,5397643264,10.25
38.754,3421652,551528,0,3973180,4120948,12,5397643264,10.25
38.855,3417336,551528,0,3968864,4120948,12,5397643264,10.25
38.955,3405020,551528,0,3956548,4120948,12,5397643264,10.25
39.055,3335436,551528,0,3886964,4120948,12,5397643264,10.25
39.158,3335436,551528,0,3886964,4120948,12,5397643264,10.25
39.258,3355068,586032,0,3941100,4120948,12,5397643264,10.25
39.359,3382024,637216,0,4019240,4120948,12,5397643264,10.25
39.459,3409064,686200,0,4095264,4120948,12,5397643264,10.25
39.559,3435988,733448,0,4169436,4169436,12,5397643264,10.25
39.660,3465868,791392,0,4257260,4257260,12,5397643264,10.25
39.760,2556860,810944,0,3367804,4286556,12,5397643264,10.25
39.861,2427836,876480,0,3304316,4286556,14,5397749760,10.25
39.961,2427836,966592,0,3394428,4286556,14,5397749760,8.39
40.061,2427836,1056704,0,3484540,4286556,14,5397749760,8.39
40.162,2427836,1146816,0,3574652,4286556,14,5397749760,8.39
40.262,2427836,1236928,0,3664764,4286556,14,5397749760,8.39
40.362,2427836,1322944,0,3750780,4286556,14,5397749760,8.39
40.463,2427836,1417152,0,3844988,4286556,14,5397749760,8.39
40.563,2427836,1507264,0,3935100,4286556,14,5397749760,8.39
40.663,2427836,1601472,0,4029308,4286556,14,5397749760,8.39
40.764,2427844,1608736,0,4036580,4286556,14,5397749760,8.39
40.864,2427844,1608736,0,4036580,4286556,14,5397749760,8.39
40.965,2427844,1608736,0,4036580,4286556,14,5397749760,8.39
41.066,2427844,1608736,0,4036580,4286556,14,5397749760,8.39
41.166,2530996,1608736,0,4139732,4286556,14,5397749760,8.39
41.267,2658000,1608736,0,4266736,4286556,14,5397749760,8.39
41.367,2785900,1608736,0,4394636,4394636,14,5397749760,8.39
41.467,2911708,1608736,0,4520444,4520444,14,5397749760,8.39
41.568,3042304,1608736,0,4651040,4651040,14,5397749760,8.39
41.668,3170488,1608736,0,4779224,4779224,14,5397749760,8.39
41.768,3299680,1608736,0,4908416,4908416,14,5397749760,8.39
41.869,3429676,1608736,0,5038412,5038412,14,5397749760,9.95
41.969,3561524,1608736,0,5170260,5170260,14,5397749760,9.95
42.070,3694028,1608736,0,5302764,5302764,14,5397749760,9.95
42.170,3825580,1608736,0,5434316,5434316,14,5397749760,9.95
